timestamp,vibration_g,strain_microstrain,temperature_c,displacement_mm,damage_class
2025-02-11 09:00:00,0.1145,317.819,30.307,2.3472,0
2025-02-11 10:00:00,0.11179,271.751,29.551,2.0143,0
2025-02-11 11:00:00,0.10565,248.187,30.705,1.825,0
2025-02-11 12:00:00,0.08134,218.075,31.406,1.5728,0
2025-02-11 13:00:00,0.09286,211.834,30.427,1.5559,0
2025-02-11 14:00:00,0.08605,233.258,29.839,1.5818,0
2025-02-11 15:00:00,0.08201,241.343,29.717,1.7671,0
2025-02-11 16:00:00,0.10355,267.843,27.415,1.9959,0
2025-02-11 17:00:00,0.11904,291.756,25.164,2.1885,0
2025-02-11 18:00:00,0.12164,313.181,23.989,2.36,0
2025-02-11 19:00:00,0.12777,288.502,23.694,2.1114,0
2025-02-11 20:00:00,0.10946,261.899,21.49,1.9144,0
2025-02-11 21:00:00,0.07362,238.034,20.652,1.6685,0
2025-02-11 22:00:00,0.06552,206.806,20.094,1.504,0
2025-02-11 23:00:00,0.08784,190.371,18.241,1.3874,0
2025-02-12 00:00:00,0.07222,180.001,19.524,1.4399,0
2025-02-12 01:00:00,0.08564,184.602,19.275,1.3078,0
2025-02-12 02:00:00,0.09149,201.468,17.938,1.377,0
2025-02-12 03:00:00,0.06749,196.119,22.104,1.4586,0
2025-02-12 04:00:00,0.0684,203.612,21.015,1.3572,0
2025-02-12 05:00:00,0.1128,226.492,21.077,1.6316,0
2025-02-12 06:00:00,0.11086,267.604,23.362,1.7718,0
2025-02-12 07:00:00,0.1176,296.805,24.944,2.141,0
2025-02-12 08:00:00,0.11879,317.898,27.679,2.3484,0
2025-02-12 09:00:00,0.11651,305.964,28.53,2.1705,0
2025-02-12 10:00:00,0.09236,267.643,29.408,1.969,0
2025-02-12 11:00:00,0.10332,240.312,31.156,1.7503,0
2025-02-12 12:00:00,0.07613,229.594,31.024,1.5502,0
2025-02-12 13:00:00,0.09661,223.322,30.791,1.6234,0
2025-02-12 14:00:00,0.08065,238.401,30.304,1.5439,0
2025-02-12 15:00:00,0.0802,243.118,29.598,1.9047,0
2025-02-12 16:00:00,0.10153,269.241,25.087,1.8888,0
2025-02-12 17:00:00,0.09114,293.23,25.732,2.0933,0
2025-02-12 18:00:00,0.12855,311.551,22.0,2.1813,0
2025-02-12 19:00:00,0.12059,289.806,23.107,2.2395,0
2025-02-12 20:00:00,0.11654,257.404,21.611,1.8127,0
2025-02-12 21:00:00,0.07007,227.849,21.628,1.4928,0
2025-02-12 22:00:00,0.09928,205.779,20.845,1.5293,0
2025-02-12 23:00:00,0.09259,210.353,19.064,1.3557,0
2025-02-13 00:00:00,0.09703,200.873,18.144,1.4145,0
2025-02-13 01:00:00,0.08138,202.309,19.531,1.458,0
2025-02-13 02:00:00,0.09429,198.774,18.915,1.3978,0
2025-02-13 03:00:00,0.06509,209.505,20.5,1.6022,0
2025-02-13 04:00:00,0.09389,201.231,22.928,1.3543,0
2025-02-13 05:00:00,0.08346,233.816,22.522,1.5498,0
2025-02-13 06:00:00,0.08683,257.695,,1.8865,0
2025-02-13 07:00:00,0.10914,299.165,27.11,2.3886,0
2025-02-13 08:00:00,0.13007,321.426,26.599,2.4728,0
2025-02-13 09:00:00,0.11274,316.347,30.156,2.3565,0
2025-02-13 10:00:00,0.11116,267.366,30.779,1.9194,0
2025-02-13 11:00:00,0.07103,239.644,30.662,1.6834,0
2025-02-13 12:00:00,0.05993,225.199,29.83,1.5316,0
2025-02-13 13:00:00,0.09996,218.399,29.509,1.496,0
2025-02-13 14:00:00,0.0963,228.616,29.295,1.7093,0
2025-02-13 15:00:00,0.08013,261.184,29.638,1.7027,0
2025-02-13 16:00:00,0.10661,268.023,26.598,1.9113,0
2025-02-13 17:00:00,0.13487,297.536,26.822,2.2653,0
2025-02-13 18:00:00,0.13503,303.255,23.254,2.1457,0
2025-02-13 19:00:00,0.12441,291.856,22.947,2.1495,0
2025-02-13 20:00:00,0.11979,249.947,21.876,1.7617,0
2025-02-13 21:00:00,0.08394,230.319,23.436,1.6054,0
2025-02-13 22:00:00,0.08571,201.997,17.896,1.3699,0
2025-02-13 23:00:00,0.08253,196.598,20.715,1.3627,0
2025-02-14 00:00:00,0.07873,206.118,19.05,1.3938,0
2025-02-14 01:00:00,0.07734,190.912,19.568,1.4015,0
2025-02-14 02:00:00,0.08299,195.366,19.816,1.3717,0
2025-02-14 03:00:00,0.08316,204.149,21.162,1.4501,0
2025-02-14 04:00:00,0.07275,212.597,21.686,1.4042,0
2025-02-14 05:00:00,0.10233,238.595,25.062,1.7079,0
2025-02-14 06:00:00,0.09493,263.298,24.323,1.8696,0
2025-02-14 07:00:00,0.12001,310.268,27.782,2.1791,0
2025-02-14 08:00:00,0.12646,315.114,27.097,2.2729,0
2025-02-14 09:00:00,0.12693,312.114,29.041,2.2173,0
2025-02-14 10:00:00,0.08122,275.519,28.78,2.1026,0
2025-02-14 11:00:00,0.10341,252.951,31.212,1.7408,0
2025-02-14 12:00:00,0.07733,220.431,32.605,1.548,0
2025-02-14 13:00:00,0.09813,216.31,30.573,1.6482,0
2025-02-14 14:00:00,0.07972,229.555,29.83,1.5602,0
2025-02-14 15:00:00,0.09214,220.749,27.776,1.717,0
2025-02-14 16:00:00,0.12961,270.554,27.595,1.8868,0
2025-02-14 17:00:00,0.1193,303.454,24.512,2.2712,0
2025-02-14 18:00:00,0.14487,308.669,23.775,2.2394,0
2025-02-14 19:00:00,0.1231,292.577,23.59,2.2667,0
2025-02-14 20:00:00,0.11163,252.456,23.453,1.7891,0
2025-02-14 21:00:00,0.09355,225.567,23.999,1.614,0
2025-02-14 22:00:00,0.09551,198.587,18.97,1.5449,0
2025-02-14 23:00:00,0.07452,195.452,20.797,1.4284,0
2025-02-15 00:00:00,0.07019,190.279,19.287,1.561,0
2025-02-15 01:00:00,0.07435,192.541,19.018,1.354,0
2025-02-15 02:00:00,0.08332,195.436,20.318,1.4174,0
2025-02-15 03:00:00,0.08009,210.854,20.826,1.5678,0
2025-02-15 04:00:00,0.09386,205.806,22.127,1.3592,0
2025-02-15 05:00:00,0.10837,228.561,22.952,1.4907,0
2025-02-15 06:00:00,0.09493,255.153,23.317,1.8074,0
2025-02-15 07:00:00,0.11382,293.942,24.695,2.2365,0
2025-02-15 08:00:00,0.11277,312.409,28.778,2.2329,0
2025-02-15 09:00:00,0.147,296.893,28.905,2.2824,0
2025-02-15 10:00:00,0.1103,264.308,29.475,2.0056,0
2025-02-15 11:00:00,0.09848,244.112,30.8,1.9008,0
2025-02-15 12:00:00,0.06937,235.521,31.949,1.7133,0
2025-02-15 13:00:00,0.08347,211.943,31.007,1.6103,0
2025-02-15 14:00:00,0.09157,220.425,29.403,1.7002,0
2025-02-15 15:00:00,0.08969,234.616,30.709,1.7814,0
2025-02-15 16:00:00,0.11955,270.834,29.89,1.9328,0
2025-02-15 17:00:00,0.15037,309.071,27.141,2.1166,0
2025-02-15 18:00:00,0.11864,314.461,26.163,2.2769,0
2025-02-15 19:00:00,0.11037,297.692,24.932,2.1718,0
2025-02-15 20:00:00,0.09611,267.417,23.351,1.8855,0
2025-02-15 21:00:00,0.11198,226.172,21.489,1.4289,0
2025-02-15 22:00:00,0.09784,200.228,20.516,1.4385,0
2025-02-15 23:00:00,0.08112,198.455,19.823,1.4026,0
2025-02-16 00:00:00,0.08244,186.617,17.8,1.4008,0
2025-02-16 01:00:00,0.07222,199.094,20.162,1.5228,0
2025-02-16 02:00:00,0.0928,195.976,18.293,1.3813,0
2025-02-16 03:00:00,0.07819,189.504,19.92,1.3291,0
2025-02-16 04:00:00,0.08221,212.485,23.681,1.3581,0
2025-02-16 05:00:00,0.10002,229.194,24.572,1.701,0
2025-02-16 06:00:00,0.10439,269.41,26.901,1.8553,0
2025-02-16 07:00:00,0.11981,305.929,26.343,2.2655,0
2025-02-16 08:00:00,0.13013,321.206,26.734,2.4428,0
2025-02-16 09:00:00,0.13218,304.849,29.071,2.1136,0
2025-02-16 10:00:00,0.1264,279.165,30.435,2.0221,0
2025-02-16 11:00:00,0.09975,238.205,31.007,1.8462,0
2025-02-16 12:00:00,0.09509,222.25,32.477,1.7191,0
2025-02-16 13:00:00,0.08109,202.382,30.479,1.4055,0
2025-02-16 14:00:00,0.07696,226.095,30.735,1.5432,0
2025-02-16 15:00:00,0.10057,232.562,28.173,1.5978,0
2025-02-16 16:00:00,0.1087,272.218,28.657,1.993,0
2025-02-16 17:00:00,0.10556,289.807,26.673,2.2342,0
2025-02-16 18:00:00,0.12606,309.172,24.217,2.0774,0
2025-02-16 19:00:00,0.12164,297.331,23.281,2.1262,0
2025-02-16 20:00:00,0.10052,249.451,21.896,1.9138,0
2025-02-16 21:00:00,0.11049,223.908,20.55,1.5975,0
2025-02-16 22:00:00,0.09109,204.659,22.046,1.4908,0
2025-02-16 23:00:00,0.09922,196.004,19.203,1.3619,0
2025-02-17 00:00:00,0.08516,197.555,18.944,1.2895,0
2025-02-17 01:00:00,0.08299,195.488,16.924,1.3427,0
2025-02-17 02:00:00,0.07088,194.854,18.967,1.3808,0
2025-02-17 03:00:00,0.08289,194.414,20.678,1.4624,0
2025-02-17 04:00:00,0.08549,203.924,21.413,1.5253,0
2025-02-17 05:00:00,0.0763,235.337,25.342,1.6644,0
2025-02-17 06:00:00,0.10017,256.102,25.039,1.9844,0
2025-02-17 07:00:00,0.11875,304.056,28.335,2.1961,0
2025-02-17 08:00:00,0.13496,319.337,28.31,2.2391,0
2025-02-17 09:00:00,0.12817,307.0,29.524,2.2821,0
2025-02-17 10:00:00,0.09967,267.281,30.326,1.9863,0
2025-02-17 11:00:00,0.09835,232.394,31.037,1.783,0
2025-02-17 12:00:00,0.08327,235.024,33.299,1.5488,0
2025-02-17 13:00:00,0.04905,222.655,28.248,1.683,0
2025-02-17 14:00:00,0.07964,210.083,28.031,1.6277,0
2025-02-17 15:00:00,0.10567,241.08,28.827,1.687,0
2025-02-17 16:00:00,0.08646,275.484,28.254,1.8703,0
2025-02-17 17:00:00,0.12398,307.192,27.617,2.3015,0
2025-02-17 18:00:00,0.14902,313.889,25.804,2.2289,0
2025-02-17 19:00:00,0.1135,288.726,23.222,2.3303,0
2025-02-17 20:00:00,0.10667,259.399,23.459,1.8241,0
2025-02-17 21:00:00,0.07706,226.468,22.23,1.7485,0
2025-02-17 22:00:00,0.10486,204.827,20.261,1.4375,0
2025-02-17 23:00:00,0.08174,198.045,20.596,1.5384,0
2025-02-18 00:00:00,0.08256,189.037,19.681,1.3265,0
2025-02-18 01:00:00,0.09827,196.425,18.885,1.375,0
2025-02-18 02:00:00,0.09006,201.383,20.995,1.4714,0
2025-02-18 03:00:00,0.07224,201.692,21.244,1.4747,0
2025-02-18 04:00:00,0.07757,209.317,22.356,1.5718,0
2025-02-18 05:00:00,0.09865,242.068,25.569,1.622,0
2025-02-18 06:00:00,0.09915,252.97,22.413,1.8643,0
2025-02-18 07:00:00,0.09722,306.241,25.206,2.279,0
2025-02-18 08:00:00,0.12936,314.348,26.93,2.2775,0
2025-02-18 09:00:00,0.10487,313.512,29.161,2.2843,0
2025-02-18 10:00:00,0.12604,280.566,30.245,1.9574,0
2025-02-18 11:00:00,0.09485,238.186,29.341,1.7343,0
2025-02-18 12:00:00,0.07459,235.299,30.172,1.6098,0
2025-02-18 13:00:00,0.0751,223.608,30.117,1.5047,0
2025-02-18 14:00:00,0.06278,227.057,33.499,1.6321,0
2025-02-18 15:00:00,0.07953,242.777,31.759,1.7656,0
2025-02-18 16:00:00,0.11884,274.954,27.86,1.931,0
2025-02-18 17:00:00,0.14941,306.747,26.471,2.3239,0
2025-02-18 18:00:00,0.13872,306.2,23.975,2.3704,0
2025-02-18 19:00:00,0.12153,289.959,21.511,2.1469,0
2025-02-18 20:00:00,0.10146,257.519,,1.7934,0
2025-02-18 21:00:00,0.08123,217.072,19.914,1.5102,0
2025-02-18 22:00:00,0.11005,217.969,20.056,1.6071,0
2025-02-18 23:00:00,0.08048,194.317,17.638,1.2868,0
2025-02-19 00:00:00,0.10739,192.798,18.555,1.3775,0
2025-02-19 01:00:00,0.09874,203.066,,1.4169,0
2025-02-19 02:00:00,0.06123,195.774,20.713,1.3779,0
2025-02-19 03:00:00,0.07475,207.548,21.728,1.3488,0
2025-02-19 04:00:00,0.07731,195.557,20.885,1.3989,0
2025-02-19 05:00:00,0.09175,227.955,24.942,1.6078,0
2025-02-19 06:00:00,0.10592,267.413,24.509,1.8322,0
2025-02-19 07:00:00,0.15859,313.384,27.782,2.324,0
2025-02-19 08:00:00,0.11707,317.32,28.457,2.3561,0
2025-02-19 09:00:00,0.12538,299.209,28.061,2.1801,0
2025-02-19 10:00:00,0.11404,276.658,30.286,1.9841,0
2025-02-19 11:00:00,0.09271,241.168,31.704,1.8067,0
2025-02-19 12:00:00,0.08678,227.992,32.205,1.606,0
2025-02-19 13:00:00,0.07095,228.109,31.096,1.6546,0
2025-02-19 14:00:00,0.08673,226.966,32.504,1.5363,0
2025-02-19 15:00:00,0.09886,231.471,30.921,1.8352,0
2025-02-19 16:00:00,0.11058,260.985,28.162,1.943,0
2025-02-19 17:00:00,0.12947,304.318,27.923,2.216,0
2025-02-19 18:00:00,0.14695,309.379,27.79,2.2914,0
2025-02-19 19:00:00,0.13387,299.003,26.269,2.0969,0
2025-02-19 20:00:00,0.1075,245.388,20.996,1.7029,0
2025-02-19 21:00:00,0.07865,230.38,20.115,1.5181,0
2025-02-19 22:00:00,0.07814,221.012,22.055,1.5262,0
2025-02-19 23:00:00,0.08011,188.174,18.404,1.3022,0
2025-02-20 00:00:00,0.08503,193.535,17.996,1.2361,0
2025-02-20 01:00:00,0.07627,188.797,19.204,1.3056,0
2025-02-20 02:00:00,0.07089,196.483,20.891,1.3747,0
2025-02-20 03:00:00,0.06849,211.252,21.218,1.3936,0
2025-02-20 04:00:00,0.06552,204.689,21.802,1.4651,0
2025-02-20 05:00:00,0.08989,225.346,23.221,1.7084,0
2025-02-20 06:00:00,0.08901,255.923,24.728,1.9921,0
2025-02-20 07:00:00,0.11062,307.266,26.081,2.3527,0
2025-02-20 08:00:00,0.12527,308.395,31.321,2.2698,0
2025-02-20 09:00:00,0.1066,306.347,30.183,2.1853,0
2025-02-20 10:00:00,0.1112,276.247,31.843,2.0548,0
2025-02-20 11:00:00,0.10161,239.025,30.792,1.7032,0
2025-02-20 12:00:00,0.07886,233.009,31.36,1.6897,0
2025-02-20 13:00:00,0.07824,228.858,30.522,,0
2025-02-20 14:00:00,0.0919,211.454,27.597,1.6907,0
2025-02-20 15:00:00,0.08416,250.051,28.172,1.7837,0
2025-02-20 16:00:00,0.09725,256.574,26.41,2.0023,0
2025-02-20 17:00:00,0.13699,304.668,24.436,2.1346,0
2025-02-20 18:00:00,0.14061,313.811,24.149,2.2844,0
2025-02-20 19:00:00,0.12985,296.4,25.62,2.1609,0
2025-02-20 20:00:00,0.11775,254.505,22.53,1.7387,0
2025-02-20 21:00:00,0.06898,226.164,22.889,1.7385,0
2025-02-20 22:00:00,0.10158,206.803,,1.5212,0
2025-02-20 23:00:00,0.08745,193.879,20.727,1.3863,0
2025-02-21 00:00:00,0.09413,191.886,18.613,1.4736,0
2025-02-21 01:00:00,0.08666,192.714,20.527,1.3477,0
2025-02-21 02:00:00,0.08271,192.06,21.372,1.2656,0
2025-02-21 03:00:00,0.07944,194.566,20.76,1.495,0
2025-02-21 04:00:00,0.08974,203.872,23.366,1.3966,0
2025-02-21 05:00:00,0.08897,227.901,24.821,1.6341,0
2025-02-21 06:00:00,0.11706,264.817,25.035,1.9133,0
2025-02-21 07:00:00,0.10359,300.734,25.9,2.2204,0
2025-02-21 08:00:00,0.1235,331.32,27.273,2.407,0
2025-02-21 09:00:00,0.14717,295.443,30.041,2.2981,0
2025-02-21 10:00:00,0.09913,278.161,31.283,2.0345,0
2025-02-21 11:00:00,0.08986,242.498,30.539,1.6725,0
2025-02-21 12:00:00,0.07486,233.491,31.726,1.6499,0
2025-02-21 13:00:00,0.08752,229.414,32.174,1.4782,0
2025-02-21 14:00:00,0.07662,227.409,31.632,1.7499,0
2025-02-21 15:00:00,0.0905,246.143,31.799,1.6424,0
2025-02-21 16:00:00,0.11683,268.663,30.227,1.947,0
2025-02-21 17:00:00,0.11425,303.998,26.046,2.0862,0
2025-02-21 18:00:00,0.13946,309.127,27.714,2.2873,0
2025-02-21 19:00:00,0.1325,299.64,23.504,2.1547,0
2025-02-21 20:00:00,0.1193,259.801,23.948,1.8382,0
2025-02-21 21:00:00,0.0944,220.595,21.533,1.692,0
2025-02-21 22:00:00,0.12423,202.316,20.003,1.4666,0
2025-02-21 23:00:00,0.0954,192.151,17.729,1.3319,0
2025-02-22 00:00:00,0.0859,203.14,19.597,1.3733,0
2025-02-22 01:00:00,0.0715,211.718,18.136,1.4599,0
2025-02-22 02:00:00,0.08095,207.499,21.768,1.4913,0
2025-02-22 03:00:00,0.09986,201.581,23.38,1.3626,0
2025-02-22 04:00:00,0.10585,211.361,21.847,1.4216,0
2025-02-22 05:00:00,0.11045,234.024,24.612,1.6846,0
2025-02-22 06:00:00,0.11607,256.456,24.932,1.9235,0
2025-02-22 07:00:00,0.10756,293.919,26.602,2.116,0
2025-02-22 08:00:00,0.13585,324.258,29.732,2.4359,0
2025-02-22 09:00:00,0.10773,313.465,29.999,2.1798,0
2025-02-22 10:00:00,0.0888,269.463,33.087,2.1219,0
2025-02-22 11:00:00,0.09559,239.145,31.02,1.7853,0
2025-02-22 12:00:00,0.09173,234.712,33.002,1.5549,0
2025-02-22 13:00:00,0.09433,224.402,31.715,1.5495,0
2025-02-22 14:00:00,0.09142,237.573,31.954,1.586,0
2025-02-22 15:00:00,,231.829,29.509,1.7331,0
2025-02-22 16:00:00,0.09483,284.126,28.743,1.9361,0
2025-02-22 17:00:00,0.12137,293.548,27.217,2.1177,0
2025-02-22 18:00:00,0.11191,302.104,24.8,2.1905,0
2025-02-22 19:00:00,0.09859,297.86,25.045,2.2206,0
2025-02-22 20:00:00,0.11553,252.367,23.583,1.8979,0
2025-02-22 21:00:00,0.08367,224.838,22.273,1.62,0
2025-02-22 22:00:00,0.09581,208.409,22.451,1.5068,0
2025-02-22 23:00:00,0.09604,200.368,21.747,1.3797,0
2025-02-23 00:00:00,0.07457,190.013,19.46,1.3966,0
2025-02-23 01:00:00,0.0891,200.006,20.562,1.6017,0
2025-02-23 02:00:00,0.07419,194.49,19.965,1.4855,0
2025-02-23 03:00:00,0.06059,208.056,21.695,1.4054,0
2025-02-23 04:00:00,0.08681,207.22,22.19,1.4393,0
2025-02-23 05:00:00,0.08706,227.741,26.301,1.4431,0
2025-02-23 06:00:00,0.10136,254.849,26.346,2.002,0
2025-02-23 07:00:00,0.14634,301.709,27.201,2.272,0
2025-02-23 08:00:00,0.11169,318.303,30.342,2.3416,0
2025-02-23 09:00:00,0.12723,295.37,27.547,2.0997,0
2025-02-23 10:00:00,0.09471,273.063,28.689,1.8592,0
2025-02-23 11:00:00,0.10362,236.249,32.66,1.8031,0
2025-02-23 12:00:00,0.08904,237.607,31.982,1.623,0
2025-02-23 13:00:00,0.08804,225.719,32.006,1.6515,0
2025-02-23 14:00:00,0.07412,223.688,29.514,1.6001,0
2025-02-23 15:00:00,0.08354,235.381,30.124,1.8069,0
2025-02-23 16:00:00,0.11777,279.997,31.314,2.0206,0
2025-02-23 17:00:00,0.14388,305.351,28.451,2.2941,0
2025-02-23 18:00:00,0.13576,312.921,26.113,2.1545,0
2025-02-23 19:00:00,0.11186,296.861,23.83,2.0597,0
2025-02-23 20:00:00,0.11071,246.668,22.436,1.8287,0
2025-02-23 21:00:00,0.12184,208.621,19.112,1.6505,0
2025-02-23 22:00:00,0.08656,199.13,21.022,1.6141,0
2025-02-23 23:00:00,0.10029,202.341,21.128,1.4068,0
2025-02-24 00:00:00,0.07312,192.241,18.123,1.3129,0
2025-02-24 01:00:00,0.08151,201.316,19.424,1.2252,0
2025-02-24 02:00:00,0.08955,189.748,19.429,1.4526,0
2025-02-24 03:00:00,0.08751,202.609,20.613,1.3682,0
2025-02-24 04:00:00,0.07614,209.484,23.078,1.7312,0
2025-02-24 05:00:00,,218.755,21.959,1.5477,0
2025-02-24 06:00:00,0.1185,268.137,26.751,2.091,0
2025-02-24 07:00:00,0.13693,305.013,28.471,2.288,0
2025-02-24 08:00:00,0.14815,318.721,28.712,2.2784,0
2025-02-24 09:00:00,0.14428,303.159,27.279,2.2288,0
2025-02-24 10:00:00,0.10826,271.904,30.014,2.0332,0
2025-02-24 11:00:00,0.08899,247.313,33.289,1.759,0
2025-02-24 12:00:00,0.10167,219.724,28.68,1.6477,0
2025-02-24 13:00:00,0.09205,215.643,31.392,1.6522,0
2025-02-24 14:00:00,0.07366,224.987,29.794,1.6451,0
2025-02-24 15:00:00,0.08032,239.078,31.222,1.7447,0
2025-02-24 16:00:00,0.11255,262.757,28.203,1.8503,0
2025-02-24 17:00:00,0.1205,303.084,28.051,2.2157,0
2025-02-24 18:00:00,0.12968,322.658,26.692,2.3445,0
2025-02-24 19:00:00,0.1355,302.728,26.664,2.0509,0
2025-02-24 20:00:00,0.11575,254.279,22.77,1.8764,0
2025-02-24 21:00:00,0.10867,221.537,22.222,1.603,0
2025-02-24 22:00:00,0.06216,205.493,19.035,1.3302,0
2025-02-24 23:00:00,0.08578,186.952,21.647,1.4011,0
2025-02-25 00:00:00,0.09034,199.313,19.203,1.3531,0
2025-02-25 01:00:00,0.06369,184.245,19.647,1.5394,0
2025-02-25 02:00:00,0.07426,189.85,20.893,1.4231,0
2025-02-25 03:00:00,0.07266,194.783,19.997,1.4859,0
2025-02-25 04:00:00,0.0856,223.844,23.39,1.4898,0
2025-02-25 05:00:00,0.11224,242.382,25.723,1.5134,0
2025-02-25 06:00:00,0.13092,269.468,26.467,1.9721,0
2025-02-25 07:00:00,0.11286,301.859,25.762,2.1348,0
2025-02-25 08:00:00,0.13632,311.857,28.967,2.3377,0
2025-02-25 09:00:00,0.12934,312.183,31.248,2.1855,0
2025-02-25 10:00:00,0.1113,267.378,29.058,1.963,0
2025-02-25 11:00:00,0.09751,237.733,30.621,1.8222,0
2025-02-25 12:00:00,0.0891,232.552,33.167,1.7226,0
2025-02-25 13:00:00,0.10374,222.416,32.235,1.7265,0
2025-02-25 14:00:00,0.09868,233.98,31.806,1.7658,0
2025-02-25 15:00:00,0.08,235.151,32.589,1.6028,0
2025-02-25 16:00:00,0.11619,272.425,29.678,1.871,0
2025-02-25 17:00:00,0.13334,300.107,28.458,2.0833,0
2025-02-25 18:00:00,0.13378,321.416,29.368,2.4211,0
2025-02-25 19:00:00,0.13621,298.49,24.306,2.1102,0
2025-02-25 20:00:00,0.1089,249.477,22.158,1.8145,0
2025-02-25 21:00:00,0.09512,226.294,22.386,1.5959,0
2025-02-25 22:00:00,0.08679,205.467,21.446,1.5007,0
2025-02-25 23:00:00,0.05853,193.255,19.688,1.2795,0
2025-02-26 00:00:00,0.08104,191.228,18.976,1.2739,0
2025-02-26 01:00:00,0.07399,202.005,23.191,1.4382,0
2025-02-26 02:00:00,0.06788,194.823,21.411,1.5091,0
2025-02-26 03:00:00,0.09995,200.213,21.093,1.4174,0
2025-02-26 04:00:00,0.09139,211.094,24.314,1.4497,0
2025-02-26 05:00:00,0.09235,226.145,24.531,1.4735,0
2025-02-26 06:00:00,0.09987,273.602,25.911,1.9862,0
2025-02-26 07:00:00,0.12619,307.841,28.442,2.1688,0
2025-02-26 08:00:00,0.1419,317.999,27.665,2.2532,0
2025-02-26 09:00:00,0.11271,311.345,30.881,2.127,0
2025-02-26 10:00:00,0.10659,274.274,33.706,1.9118,0
2025-02-26 11:00:00,0.10314,244.105,32.57,1.6893,0
2025-02-26 12:00:00,0.06222,226.754,31.763,1.6078,0
2025-02-26 13:00:00,0.0828,216.012,31.402,1.4904,0
2025-02-26 14:00:00,0.0803,229.225,30.919,1.6291,0
2025-02-26 15:00:00,0.09112,238.616,30.153,1.7102,0
2025-02-26 16:00:00,0.10063,267.918,28.761,2.1305,0
2025-02-26 17:00:00,0.12428,302.829,28.867,2.0977,0
2025-02-26 18:00:00,0.15308,330.638,24.135,2.3049,0
2025-02-26 19:00:00,0.11874,295.606,25.696,2.2004,0
2025-02-26 20:00:00,0.11014,245.031,22.759,1.7802,0
2025-02-26 21:00:00,0.11665,215.79,22.424,1.6214,0
2025-02-26 22:00:00,0.07874,207.559,19.666,1.5049,0
2025-02-26 23:00:00,0.10452,210.122,22.014,1.4409,0
2025-02-27 00:00:00,0.08206,195.905,21.806,1.5279,0
2025-02-27 01:00:00,0.1034,207.406,21.668,1.241,0
2025-02-27 02:00:00,0.09112,199.443,19.298,1.3142,0
2025-02-27 03:00:00,0.08643,203.172,23.064,1.567,0
2025-02-27 04:00:00,0.08455,210.116,23.798,1.5783,0
2025-02-27 05:00:00,0.08522,227.331,22.832,1.6632,0
2025-02-27 06:00:00,0.10755,270.107,26.283,2.0142,0
2025-02-27 07:00:00,0.1334,307.438,28.302,2.0723,0
2025-02-27 08:00:00,0.12984,321.095,29.979,2.4433,0
2025-02-27 09:00:00,0.11883,309.186,30.767,2.3477,0
2025-02-27 10:00:00,0.10364,288.44,31.857,1.9465,0
2025-02-27 11:00:00,0.10463,250.975,33.876,1.9961,0
2025-02-27 12:00:00,0.10016,238.132,33.783,1.6729,0
2025-02-27 13:00:00,0.07548,220.988,28.667,1.3706,0
2025-02-27 14:00:00,0.07743,228.979,31.127,1.6479,0
2025-02-27 15:00:00,0.09728,242.73,30.357,1.6754,0
2025-02-27 16:00:00,0.12498,272.175,27.209,2.0226,0
2025-02-27 17:00:00,0.13638,308.685,27.978,2.2645,0
2025-02-27 18:00:00,0.11498,322.185,27.81,2.2993,0
2025-02-27 19:00:00,0.11946,290.713,23.455,2.2731,0
2025-02-27 20:00:00,0.09548,261.765,23.715,1.9522,0
2025-02-27 21:00:00,0.0895,221.933,20.97,1.5257,0
2025-02-27 22:00:00,0.10459,202.504,20.309,1.4408,0
2025-02-27 23:00:00,0.06567,218.754,22.289,1.4787,0
2025-02-28 00:00:00,0.06257,186.454,19.755,1.3572,0
2025-02-28 01:00:00,0.07207,204.429,21.165,1.381,0
2025-02-28 02:00:00,0.08557,189.117,18.965,1.3795,0
2025-02-28 03:00:00,0.09019,207.898,24.398,1.3837,0
2025-02-28 04:00:00,0.09058,227.787,24.129,1.3317,0
2025-02-28 05:00:00,0.10682,224.256,24.634,1.6661,0
2025-02-28 06:00:00,0.08549,262.209,27.097,1.7686,0
2025-02-28 07:00:00,0.13689,300.676,26.267,2.1156,0
2025-02-28 08:00:00,0.12625,321.85,30.825,2.2507,0
2025-02-28 09:00:00,0.13141,314.471,30.26,2.1231,0
2025-02-28 10:00:00,0.09076,272.295,31.357,2.0258,0
2025-02-28 11:00:00,0.09278,248.637,31.612,1.7341,0
2025-02-28 12:00:00,0.08829,220.587,31.709,1.6054,0
2025-02-28 13:00:00,0.09736,216.082,33.035,1.5063,0
2025-02-28 14:00:00,0.06643,227.608,31.909,1.5766,0
2025-02-28 15:00:00,0.09309,234.923,31.431,1.7792,0
2025-02-28 16:00:00,0.09362,280.492,29.396,1.9581,0
2025-02-28 17:00:00,0.1287,296.449,28.575,2.2955,0
2025-02-28 18:00:00,0.13933,310.371,25.904,2.3958,0
2025-02-28 19:00:00,0.13808,305.913,27.529,2.1938,0
2025-02-28 20:00:00,0.10022,251.333,21.525,1.696,0
2025-02-28 21:00:00,0.10384,218.909,23.677,1.572,0
2025-02-28 22:00:00,0.10167,221.932,22.852,1.4833,0
2025-02-28 23:00:00,0.06303,190.999,19.588,1.3347,0
2025-03-01 00:00:00,0.08935,201.689,23.173,1.3532,0
2025-03-01 01:00:00,0.09352,198.96,21.897,1.4243,0
